cuda
(19376, 2304)
(6459, 2304)
Learning rate: 0.01
Batch size: 100
-------------------
0 tensor(1.8921, device='cuda:0', grad_fn=<DivBackward0>)
77 tensor(0.0492, device='cuda:0', grad_fn=<DivBackward0>)
78 tensor(0.0474, device='cuda:0', grad_fn=<DivBackward0>)
79 tensor(0.0458, device='cuda:0', grad_fn=<DivBackward0>)
80 tensor(0.0451, device='cuda:0', grad_fn=<DivBackward0>)
81 tensor(0.0442, device='cuda:0', grad_fn=<DivBackward0>)
82 tensor(0.0415, device='cuda:0', grad_fn=<DivBackward0>)
83 tensor(0.0421, device='cuda:0', grad_fn=<DivBackward0>)
84 tensor(0.0423, device='cuda:0', grad_fn=<DivBackward0>)
85 tensor(0.0418, device='cuda:0', grad_fn=<DivBackward0>)
86 tensor(0.0390, device='cuda:0', grad_fn=<DivBackward0>)
87 tensor(0.0399, device='cuda:0', grad_fn=<DivBackward0>)
88 tensor(0.0411, device='cuda:0', grad_fn=<DivBackward0>)
89 tensor(0.0376, device='cuda:0', grad_fn=<DivBackward0>)
90 tensor(0.0389, device='cuda:0', grad_fn=<DivBackward0>)
91 tensor(0.0359, device='cuda:0', grad_fn=<DivBackward0>)
92 tensor(0.0358, device='cuda:0', grad_fn=<DivBackward0>)
93 tensor(0.0331, device='cuda:0', grad_fn=<DivBackward0>)
94 tensor(0.0342, device='cuda:0', grad_fn=<DivBackward0>)
95 tensor(0.0344, device='cuda:0', grad_fn=<DivBackward0>)
96 tensor(0.0339, device='cuda:0', grad_fn=<DivBackward0>)
97 tensor(0.0333, device='cuda:0', grad_fn=<DivBackward0>)
98 tensor(0.0326, device='cuda:0', grad_fn=<DivBackward0>)
99 tensor(0.0351, device='cuda:0', grad_fn=<DivBackward0>)
Train f-1: 99.56670366497285
Test f-1: 34.14626941997173
