cuda
(19376, 2304)
(6459, 2304)
(19376, 1296)
Learning rate: 0.01
Batch size: 100
-------------------
0 tensor(1.8848, device='cuda:0', grad_fn=<DivBackward0>)
37 tensor(1.5128, device='cuda:0', grad_fn=<DivBackward0>)
38 tensor(1.5095, device='cuda:0', grad_fn=<DivBackward0>)
39 tensor(1.5070, device='cuda:0', grad_fn=<DivBackward0>)
40 tensor(1.5047, device='cuda:0', grad_fn=<DivBackward0>)
41 tensor(1.5023, device='cuda:0', grad_fn=<DivBackward0>)
42 tensor(1.4997, device='cuda:0', grad_fn=<DivBackward0>)
43 tensor(1.4976, device='cuda:0', grad_fn=<DivBackward0>)
44 tensor(1.4952, device='cuda:0', grad_fn=<DivBackward0>)
45 tensor(1.4935, device='cuda:0', grad_fn=<DivBackward0>)
46 tensor(1.4916, device='cuda:0', grad_fn=<DivBackward0>)
47 tensor(1.4897, device='cuda:0', grad_fn=<DivBackward0>)
48 tensor(1.4878, device='cuda:0', grad_fn=<DivBackward0>)
49 tensor(1.4862, device='cuda:0', grad_fn=<DivBackward0>)
50 tensor(1.4845, device='cuda:0', grad_fn=<DivBackward0>)
51 tensor(1.4826, device='cuda:0', grad_fn=<DivBackward0>)
52 tensor(1.4810, device='cuda:0', grad_fn=<DivBackward0>)
53 tensor(1.4796, device='cuda:0', grad_fn=<DivBackward0>)
54 tensor(1.4781, device='cuda:0', grad_fn=<DivBackward0>)
55 tensor(1.4767, device='cuda:0', grad_fn=<DivBackward0>)
56 tensor(1.4752, device='cuda:0', grad_fn=<DivBackward0>)
57 tensor(1.4738, device='cuda:0', grad_fn=<DivBackward0>)
58 tensor(1.4727, device='cuda:0', grad_fn=<DivBackward0>)
59 tensor(1.4711, device='cuda:0', grad_fn=<DivBackward0>)
60 tensor(1.4701, device='cuda:0', grad_fn=<DivBackward0>)
61 tensor(1.4686, device='cuda:0', grad_fn=<DivBackward0>)
62 tensor(1.4674, device='cuda:0', grad_fn=<DivBackward0>)
63 tensor(1.4662, device='cuda:0', grad_fn=<DivBackward0>)
64 tensor(1.4651, device='cuda:0', grad_fn=<DivBackward0>)
65 tensor(1.4636, device='cuda:0', grad_fn=<DivBackward0>)
66 tensor(1.4627, device='cuda:0', grad_fn=<DivBackward0>)
67 tensor(1.4615, device='cuda:0', grad_fn=<DivBackward0>)
68 tensor(1.4602, device='cuda:0', grad_fn=<DivBackward0>)
69 tensor(1.4593, device='cuda:0', grad_fn=<DivBackward0>)
70 tensor(1.4585, device='cuda:0', grad_fn=<DivBackward0>)
71 tensor(1.4574, device='cuda:0', grad_fn=<DivBackward0>)
72 tensor(1.4563, device='cuda:0', grad_fn=<DivBackward0>)
73 tensor(1.4550, device='cuda:0', grad_fn=<DivBackward0>)
74 tensor(1.4539, device='cuda:0', grad_fn=<DivBackward0>)
75 tensor(1.4534, device='cuda:0', grad_fn=<DivBackward0>)
76 tensor(1.4523, device='cuda:0', grad_fn=<DivBackward0>)
77 tensor(1.4511, device='cuda:0', grad_fn=<DivBackward0>)
78 tensor(1.4504, device='cuda:0', grad_fn=<DivBackward0>)
79 tensor(1.4494, device='cuda:0', grad_fn=<DivBackward0>)
80 tensor(1.4484, device='cuda:0', grad_fn=<DivBackward0>)
81 tensor(1.4477, device='cuda:0', grad_fn=<DivBackward0>)
82 tensor(1.4468, device='cuda:0', grad_fn=<DivBackward0>)
83 tensor(1.4458, device='cuda:0', grad_fn=<DivBackward0>)
84 tensor(1.4449, device='cuda:0', grad_fn=<DivBackward0>)
85 tensor(1.4439, device='cuda:0', grad_fn=<DivBackward0>)
86 tensor(1.4429, device='cuda:0', grad_fn=<DivBackward0>)
87 tensor(1.4423, device='cuda:0', grad_fn=<DivBackward0>)
88 tensor(1.4414, device='cuda:0', grad_fn=<DivBackward0>)
89 tensor(1.4405, device='cuda:0', grad_fn=<DivBackward0>)
90 tensor(1.4398, device='cuda:0', grad_fn=<DivBackward0>)
91 tensor(1.4388, device='cuda:0', grad_fn=<DivBackward0>)
92 tensor(1.4380, device='cuda:0', grad_fn=<DivBackward0>)
93 tensor(1.4376, device='cuda:0', grad_fn=<DivBackward0>)
94 tensor(1.4363, device='cuda:0', grad_fn=<DivBackward0>)
95 tensor(1.4358, device='cuda:0', grad_fn=<DivBackward0>)
96 tensor(1.4348, device='cuda:0', grad_fn=<DivBackward0>)
97 tensor(1.4343, device='cuda:0', grad_fn=<DivBackward0>)
98 tensor(1.4331, device='cuda:0', grad_fn=<DivBackward0>)
99 tensor(1.4323, device='cuda:0', grad_fn=<DivBackward0>)
Train f-1: 35.572207959631776
Test f-1: 34.14797978975695
