# epsilon=1e-4, max epochs=100

Lerning rate: 0.01
Batch size: 50
-------------------
0 tensor(1.7202, device='cuda:0', grad_fn=<DivBackward0>)
29 tensor(0.8806, device='cuda:0', grad_fn=<DivBackward0>)
30 tensor(0.8574, device='cuda:0', grad_fn=<DivBackward0>)
31 tensor(0.8480, device='cuda:0', grad_fn=<DivBackward0>)
32 tensor(0.8229, device='cuda:0', grad_fn=<DivBackward0>)
33 tensor(0.8023, device='cuda:0', grad_fn=<DivBackward0>)
34 tensor(0.7884, device='cuda:0', grad_fn=<DivBackward0>)
35 tensor(0.7612, device='cuda:0', grad_fn=<DivBackward0>)
36 tensor(0.7456, device='cuda:0', grad_fn=<DivBackward0>)
37 tensor(0.7319, device='cuda:0', grad_fn=<DivBackward0>)
38 tensor(0.7138, device='cuda:0', grad_fn=<DivBackward0>)
39 tensor(0.7007, device='cuda:0', grad_fn=<DivBackward0>)
40 tensor(0.6771, device='cuda:0', grad_fn=<DivBackward0>)
41 tensor(0.6568, device='cuda:0', grad_fn=<DivBackward0>)
42 tensor(0.6459, device='cuda:0', grad_fn=<DivBackward0>)
43 tensor(0.6391, device='cuda:0', grad_fn=<DivBackward0>)
44 tensor(0.6143, device='cuda:0', grad_fn=<DivBackward0>)
45 tensor(0.6062, device='cuda:0', grad_fn=<DivBackward0>)
46 tensor(0.5920, device='cuda:0', grad_fn=<DivBackward0>)
47 tensor(0.5802, device='cuda:0', grad_fn=<DivBackward0>)
48 tensor(0.5598, device='cuda:0', grad_fn=<DivBackward0>)
49 tensor(0.5488, device='cuda:0', grad_fn=<DivBackward0>)
50 tensor(0.5349, device='cuda:0', grad_fn=<DivBackward0>)
51 tensor(0.5300, device='cuda:0', grad_fn=<DivBackward0>)
52 tensor(0.5094, device='cuda:0', grad_fn=<DivBackward0>)
53 tensor(0.4902, device='cuda:0', grad_fn=<DivBackward0>)
54 tensor(0.4875, device='cuda:0', grad_fn=<DivBackward0>)
55 tensor(0.4649, device='cuda:0', grad_fn=<DivBackward0>)
56 tensor(0.4527, device='cuda:0', grad_fn=<DivBackward0>)
57 tensor(0.4577, device='cuda:0', grad_fn=<DivBackward0>)
58 tensor(0.4528, device='cuda:0', grad_fn=<DivBackward0>)
59 tensor(0.4193, device='cuda:0', grad_fn=<DivBackward0>)
60 tensor(0.4008, device='cuda:0', grad_fn=<DivBackward0>)
61 tensor(0.4011, device='cuda:0', grad_fn=<DivBackward0>)
62 tensor(0.3875, device='cuda:0', grad_fn=<DivBackward0>)
63 tensor(0.3921, device='cuda:0', grad_fn=<DivBackward0>)
64 tensor(0.3817, device='cuda:0', grad_fn=<DivBackward0>)
65 tensor(0.3721, device='cuda:0', grad_fn=<DivBackward0>)
66 tensor(0.3557, device='cuda:0', grad_fn=<DivBackward0>)
67 tensor(0.3408, device='cuda:0', grad_fn=<DivBackward0>)
68 tensor(0.3424, device='cuda:0', grad_fn=<DivBackward0>)
69 tensor(0.3199, device='cuda:0', grad_fn=<DivBackward0>)
70 tensor(0.3074, device='cuda:0', grad_fn=<DivBackward0>)
71 tensor(0.3156, device='cuda:0', grad_fn=<DivBackward0>)
72 tensor(0.2793, device='cuda:0', grad_fn=<DivBackward0>)
73 tensor(0.2830, device='cuda:0', grad_fn=<DivBackward0>)
74 tensor(0.2659, device='cuda:0', grad_fn=<DivBackward0>)
75 tensor(0.2670, device='cuda:0', grad_fn=<DivBackward0>)
76 tensor(0.2714, device='cuda:0', grad_fn=<DivBackward0>)
77 tensor(0.2709, device='cuda:0', grad_fn=<DivBackward0>)
78 tensor(0.2484, device='cuda:0', grad_fn=<DivBackward0>)
79 tensor(0.2350, device='cuda:0', grad_fn=<DivBackward0>)
80 tensor(0.2438, device='cuda:0', grad_fn=<DivBackward0>)
81 tensor(0.2277, device='cuda:0', grad_fn=<DivBackward0>)
82 tensor(0.2119, device='cuda:0', grad_fn=<DivBackward0>)
83 tensor(0.2050, device='cuda:0', grad_fn=<DivBackward0>)
84 tensor(0.1850, device='cuda:0', grad_fn=<DivBackward0>)
85 tensor(0.2044, device='cuda:0', grad_fn=<DivBackward0>)
86 tensor(0.1931, device='cuda:0', grad_fn=<DivBackward0>)
87 tensor(0.1848, device='cuda:0', grad_fn=<DivBackward0>)
88 tensor(0.1667, device='cuda:0', grad_fn=<DivBackward0>)
89 tensor(0.1886, device='cuda:0', grad_fn=<DivBackward0>)
90 tensor(0.1886, device='cuda:0', grad_fn=<DivBackward0>)
Train f-1: 96.36937612777248
Test f-1: 36.96644567557978
Learning rate: 0.01
Batch size: 100
-------------------
0 tensor(1.7628, device='cuda:0', grad_fn=<DivBackward0>)
1 tensor(1.6519, device='cuda:0', grad_fn=<DivBackward0>)
2 tensor(1.6069, device='cuda:0', grad_fn=<DivBackward0>)
3 tensor(1.5767, device='cuda:0', grad_fn=<DivBackward0>)
4 tensor(1.5507, device='cuda:0', grad_fn=<DivBackward0>)
5 tensor(1.5272, device='cuda:0', grad_fn=<DivBackward0>)
6 tensor(1.5066, device='cuda:0', grad_fn=<DivBackward0>)
7 tensor(1.4879, device='cuda:0', grad_fn=<DivBackward0>)
8 tensor(1.4694, device='cuda:0', grad_fn=<DivBackward0>)
9 tensor(1.4511, device='cuda:0', grad_fn=<DivBackward0>)
10 tensor(1.4344, device='cuda:0', grad_fn=<DivBackward0>)
11 tensor(1.4157, device='cuda:0', grad_fn=<DivBackward0>)
12 tensor(1.3987, device='cuda:0', grad_fn=<DivBackward0>)
13 tensor(1.3822, device='cuda:0', grad_fn=<DivBackward0>)
14 tensor(1.3645, device='cuda:0', grad_fn=<DivBackward0>)
15 tensor(1.3489, device='cuda:0', grad_fn=<DivBackward0>)
16 tensor(1.3330, device='cuda:0', grad_fn=<DivBackward0>)
17 tensor(1.3151, device='cuda:0', grad_fn=<DivBackward0>)
18 tensor(1.3008, device='cuda:0', grad_fn=<DivBackward0>)
19 tensor(1.2831, device='cuda:0', grad_fn=<DivBackward0>)
20 tensor(1.2664, device='cuda:0', grad_fn=<DivBackward0>)
21 tensor(1.2497, device='cuda:0', grad_fn=<DivBackward0>)
22 tensor(1.2329, device='cuda:0', grad_fn=<DivBackward0>)
23 tensor(1.2165, device='cuda:0', grad_fn=<DivBackward0>)
24 tensor(1.2025, device='cuda:0', grad_fn=<DivBackward0>)
25 tensor(1.1833, device='cuda:0', grad_fn=<DivBackward0>)
26 tensor(1.1693, device='cuda:0', grad_fn=<DivBackward0>)
27 tensor(1.1539, device='cuda:0', grad_fn=<DivBackward0>)
28 tensor(1.1383, device='cuda:0', grad_fn=<DivBackward0>)
29 tensor(1.1221, device='cuda:0', grad_fn=<DivBackward0>)
30 tensor(1.1083, device='cuda:0', grad_fn=<DivBackward0>)
31 tensor(1.0917, device='cuda:0', grad_fn=<DivBackward0>)
32 tensor(1.0767, device='cuda:0', grad_fn=<DivBackward0>)
33 tensor(1.0609, device='cuda:0', grad_fn=<DivBackward0>)
34 tensor(1.0442, device='cuda:0', grad_fn=<DivBackward0>)
35 tensor(1.0312, device='cuda:0', grad_fn=<DivBackward0>)
36 tensor(1.0168, device='cuda:0', grad_fn=<DivBackward0>)
37 tensor(0.9999, device='cuda:0', grad_fn=<DivBackward0>)
38 tensor(0.9877, device='cuda:0', grad_fn=<DivBackward0>)
39 tensor(0.9719, device='cuda:0', grad_fn=<DivBackward0>)
40 tensor(0.9590, device='cuda:0', grad_fn=<DivBackward0>)
41 tensor(0.9430, device='cuda:0', grad_fn=<DivBackward0>)
42 tensor(0.9296, device='cuda:0', grad_fn=<DivBackward0>)
43 tensor(0.9167, device='cuda:0', grad_fn=<DivBackward0>)
44 tensor(0.8978, device='cuda:0', grad_fn=<DivBackward0>)
45 tensor(0.8925, device='cuda:0', grad_fn=<DivBackward0>)
46 tensor(0.8745, device='cuda:0', grad_fn=<DivBackward0>)
47 tensor(0.8587, device='cuda:0', grad_fn=<DivBackward0>)
48 tensor(0.8492, device='cuda:0', grad_fn=<DivBackward0>)
49 tensor(0.8369, device='cuda:0', grad_fn=<DivBackward0>)
50 tensor(0.8227, device='cuda:0', grad_fn=<DivBackward0>)
51 tensor(0.8064, device='cuda:0', grad_fn=<DivBackward0>)
52 tensor(0.7995, device='cuda:0', grad_fn=<DivBackward0>)
53 tensor(0.7858, device='cuda:0', grad_fn=<DivBackward0>)
54 tensor(0.7725, device='cuda:0', grad_fn=<DivBackward0>)
55 tensor(0.7664, device='cuda:0', grad_fn=<DivBackward0>)
56 tensor(0.7505, device='cuda:0', grad_fn=<DivBackward0>)
57 tensor(0.7439, device='cuda:0', grad_fn=<DivBackward0>)
58 tensor(0.7276, device='cuda:0', grad_fn=<DivBackward0>)
59 tensor(0.7178, device='cuda:0', grad_fn=<DivBackward0>)
60 tensor(0.7102, device='cuda:0', grad_fn=<DivBackward0>)
61 tensor(0.7017, device='cuda:0', grad_fn=<DivBackward0>)
62 tensor(0.6835, device='cuda:0', grad_fn=<DivBackward0>)
63 tensor(0.6677, device='cuda:0', grad_fn=<DivBackward0>)
64 tensor(0.6638, device='cuda:0', grad_fn=<DivBackward0>)
65 tensor(0.6522, device='cuda:0', grad_fn=<DivBackward0>)
66 tensor(0.6416, device='cuda:0', grad_fn=<DivBackward0>)
67 tensor(0.6409, device='cuda:0', grad_fn=<DivBackward0>)
68 tensor(0.6296, device='cuda:0', grad_fn=<DivBackward0>)
69 tensor(0.6124, device='cuda:0', grad_fn=<DivBackward0>)
70 tensor(0.6101, device='cuda:0', grad_fn=<DivBackward0>)
71 tensor(0.6011, device='cuda:0', grad_fn=<DivBackward0>)
72 tensor(0.5964, device='cuda:0', grad_fn=<DivBackward0>)
73 tensor(0.5874, device='cuda:0', grad_fn=<DivBackward0>)
74 tensor(0.5651, device='cuda:0', grad_fn=<DivBackward0>)
75 tensor(0.5588, device='cuda:0', grad_fn=<DivBackward0>)
76 tensor(0.5613, device='cuda:0', grad_fn=<DivBackward0>)
77 tensor(0.5367, device='cuda:0', grad_fn=<DivBackward0>)
78 tensor(0.5423, device='cuda:0', grad_fn=<DivBackward0>)
79 tensor(0.5301, device='cuda:0', grad_fn=<DivBackward0>)
80 tensor(0.5087, device='cuda:0', grad_fn=<DivBackward0>)
81 tensor(0.5100, device='cuda:0', grad_fn=<DivBackward0>)
82 tensor(0.4925, device='cuda:0', grad_fn=<DivBackward0>)
83 tensor(0.4957, device='cuda:0', grad_fn=<DivBackward0>)
84 tensor(0.4947, device='cuda:0', grad_fn=<DivBackward0>)
85 tensor(0.4813, device='cuda:0', grad_fn=<DivBackward0>)
86 tensor(0.4963, device='cuda:0', grad_fn=<DivBackward0>)
87 tensor(0.4663, device='cuda:0', grad_fn=<DivBackward0>)
88 tensor(0.4497, device='cuda:0', grad_fn=<DivBackward0>)
89 tensor(0.4508, device='cuda:0', grad_fn=<DivBackward0>)
90 tensor(0.4458, device='cuda:0', grad_fn=<DivBackward0>)
91 tensor(0.4407, device='cuda:0', grad_fn=<DivBackward0>)
92 tensor(0.4297, device='cuda:0', grad_fn=<DivBackward0>)
93 tensor(0.4164, device='cuda:0', grad_fn=<DivBackward0>)
94 tensor(0.4038, device='cuda:0', grad_fn=<DivBackward0>)
95 tensor(0.4074, device='cuda:0', grad_fn=<DivBackward0>)
96 tensor(0.4169, device='cuda:0', grad_fn=<DivBackward0>)
97 tensor(0.3764, device='cuda:0', grad_fn=<DivBackward0>)
98 tensor(0.3716, device='cuda:0', grad_fn=<DivBackward0>)
99 tensor(0.3916, device='cuda:0', grad_fn=<DivBackward0>)
Train f-1: 81.97768162984377
Test f-1: 34.802286011645876
Learning rate: 0.01
Batch size: 500
-------------------
0 tensor(1.8786, device='cuda:0', grad_fn=<DivBackward0>)
1 tensor(1.7822, device='cuda:0', grad_fn=<DivBackward0>)
2 tensor(1.7378, device='cuda:0', grad_fn=<DivBackward0>)
3 tensor(1.7079, device='cuda:0', grad_fn=<DivBackward0>)
4 tensor(1.6857, device='cuda:0', grad_fn=<DivBackward0>)
5 tensor(1.6675, device='cuda:0', grad_fn=<DivBackward0>)
6 tensor(1.6525, device='cuda:0', grad_fn=<DivBackward0>)
7 tensor(1.6405, device='cuda:0', grad_fn=<DivBackward0>)
8 tensor(1.6292, device='cuda:0', grad_fn=<DivBackward0>)
9 tensor(1.6200, device='cuda:0', grad_fn=<DivBackward0>)
10 tensor(1.6108, device='cuda:0', grad_fn=<DivBackward0>)
11 tensor(1.6028, device='cuda:0', grad_fn=<DivBackward0>)
12 tensor(1.5948, device='cuda:0', grad_fn=<DivBackward0>)
13 tensor(1.5881, device='cuda:0', grad_fn=<DivBackward0>)
14 tensor(1.5812, device='cuda:0', grad_fn=<DivBackward0>)
15 tensor(1.5750, device='cuda:0', grad_fn=<DivBackward0>)
16 tensor(1.5684, device='cuda:0', grad_fn=<DivBackward0>)
17 tensor(1.5633, device='cuda:0', grad_fn=<DivBackward0>)
18 tensor(1.5573, device='cuda:0', grad_fn=<DivBackward0>)
19 tensor(1.5511, device='cuda:0', grad_fn=<DivBackward0>)
20 tensor(1.5459, device='cuda:0', grad_fn=<DivBackward0>)
21 tensor(1.5404, device='cuda:0', grad_fn=<DivBackward0>)
22 tensor(1.5351, device='cuda:0', grad_fn=<DivBackward0>)
23 tensor(1.5303, device='cuda:0', grad_fn=<DivBackward0>)
24 tensor(1.5247, device='cuda:0', grad_fn=<DivBackward0>)
25 tensor(1.5201, device='cuda:0', grad_fn=<DivBackward0>)
26 tensor(1.5158, device='cuda:0', grad_fn=<DivBackward0>)
27 tensor(1.5107, device='cuda:0', grad_fn=<DivBackward0>)
28 tensor(1.5059, device='cuda:0', grad_fn=<DivBackward0>)
29 tensor(1.5005, device='cuda:0', grad_fn=<DivBackward0>)
30 tensor(1.4964, device='cuda:0', grad_fn=<DivBackward0>)
31 tensor(1.4915, device='cuda:0', grad_fn=<DivBackward0>)
32 tensor(1.4869, device='cuda:0', grad_fn=<DivBackward0>)
33 tensor(1.4827, device='cuda:0', grad_fn=<DivBackward0>)
34 tensor(1.4781, device='cuda:0', grad_fn=<DivBackward0>)
35 tensor(1.4731, device='cuda:0', grad_fn=<DivBackward0>)
36 tensor(1.4692, device='cuda:0', grad_fn=<DivBackward0>)
37 tensor(1.4651, device='cuda:0', grad_fn=<DivBackward0>)
38 tensor(1.4609, device='cuda:0', grad_fn=<DivBackward0>)
39 tensor(1.4568, device='cuda:0', grad_fn=<DivBackward0>)
40 tensor(1.4524, device='cuda:0', grad_fn=<DivBackward0>)
41 tensor(1.4485, device='cuda:0', grad_fn=<DivBackward0>)
42 tensor(1.4437, device='cuda:0', grad_fn=<DivBackward0>)
43 tensor(1.4398, device='cuda:0', grad_fn=<DivBackward0>)
44 tensor(1.4356, device='cuda:0', grad_fn=<DivBackward0>)
45 tensor(1.4314, device='cuda:0', grad_fn=<DivBackward0>)
46 tensor(1.4273, device='cuda:0', grad_fn=<DivBackward0>)
47 tensor(1.4236, device='cuda:0', grad_fn=<DivBackward0>)
48 tensor(1.4192, device='cuda:0', grad_fn=<DivBackward0>)
49 tensor(1.4152, device='cuda:0', grad_fn=<DivBackward0>)
50 tensor(1.4110, device='cuda:0', grad_fn=<DivBackward0>)
51 tensor(1.4073, device='cuda:0', grad_fn=<DivBackward0>)
52 tensor(1.4027, device='cuda:0', grad_fn=<DivBackward0>)
53 tensor(1.3992, device='cuda:0', grad_fn=<DivBackward0>)
54 tensor(1.3948, device='cuda:0', grad_fn=<DivBackward0>)
55 tensor(1.3917, device='cuda:0', grad_fn=<DivBackward0>)
56 tensor(1.3866, device='cuda:0', grad_fn=<DivBackward0>)
57 tensor(1.3827, device='cuda:0', grad_fn=<DivBackward0>)
58 tensor(1.3792, device='cuda:0', grad_fn=<DivBackward0>)
59 tensor(1.3755, device='cuda:0', grad_fn=<DivBackward0>)
60 tensor(1.3717, device='cuda:0', grad_fn=<DivBackward0>)
61 tensor(1.3675, device='cuda:0', grad_fn=<DivBackward0>)
62 tensor(1.3639, device='cuda:0', grad_fn=<DivBackward0>)
63 tensor(1.3595, device='cuda:0', grad_fn=<DivBackward0>)
64 tensor(1.3554, device='cuda:0', grad_fn=<DivBackward0>)
65 tensor(1.3519, device='cuda:0', grad_fn=<DivBackward0>)
66 tensor(1.3473, device='cuda:0', grad_fn=<DivBackward0>)
67 tensor(1.3442, device='cuda:0', grad_fn=<DivBackward0>)
68 tensor(1.3401, device='cuda:0', grad_fn=<DivBackward0>)
69 tensor(1.3355, device='cuda:0', grad_fn=<DivBackward0>)
70 tensor(1.3317, device='cuda:0', grad_fn=<DivBackward0>)
71 tensor(1.3274, device='cuda:0', grad_fn=<DivBackward0>)
72 tensor(1.3241, device='cuda:0', grad_fn=<DivBackward0>)
73 tensor(1.3200, device='cuda:0', grad_fn=<DivBackward0>)
74 tensor(1.3165, device='cuda:0', grad_fn=<DivBackward0>)
75 tensor(1.3118, device='cuda:0', grad_fn=<DivBackward0>)
76 tensor(1.3082, device='cuda:0', grad_fn=<DivBackward0>)
77 tensor(1.3042, device='cuda:0', grad_fn=<DivBackward0>)
78 tensor(1.3006, device='cuda:0', grad_fn=<DivBackward0>)
79 tensor(1.2966, device='cuda:0', grad_fn=<DivBackward0>)
80 tensor(1.2925, device='cuda:0', grad_fn=<DivBackward0>)
81 tensor(1.2880, device='cuda:0', grad_fn=<DivBackward0>)
82 tensor(1.2846, device='cuda:0', grad_fn=<DivBackward0>)
83 tensor(1.2810, device='cuda:0', grad_fn=<DivBackward0>)
84 tensor(1.2765, device='cuda:0', grad_fn=<DivBackward0>)
85 tensor(1.2726, device='cuda:0', grad_fn=<DivBackward0>)
86 tensor(1.2696, device='cuda:0', grad_fn=<DivBackward0>)
87 tensor(1.2649, device='cuda:0', grad_fn=<DivBackward0>)
88 tensor(1.2616, device='cuda:0', grad_fn=<DivBackward0>)
89 tensor(1.2566, device='cuda:0', grad_fn=<DivBackward0>)
90 tensor(1.2532, device='cuda:0', grad_fn=<DivBackward0>)
91 tensor(1.2490, device='cuda:0', grad_fn=<DivBackward0>)
92 tensor(1.2454, device='cuda:0', grad_fn=<DivBackward0>)
93 tensor(1.2404, device='cuda:0', grad_fn=<DivBackward0>)
94 tensor(1.2373, device='cuda:0', grad_fn=<DivBackward0>)
95 tensor(1.2330, device='cuda:0', grad_fn=<DivBackward0>)
96 tensor(1.2303, device='cuda:0', grad_fn=<DivBackward0>)
97 tensor(1.2262, device='cuda:0', grad_fn=<DivBackward0>)
98 tensor(1.2220, device='cuda:0', grad_fn=<DivBackward0>)
99 tensor(1.2181, device='cuda:0', grad_fn=<DivBackward0>)
Train f-1: 48.072872209354365
Test f-1: 33.167425323106094
Learning rate: 0.05
Batch size: 50
-------------------
0 tensor(1.6743, device='cuda:0', grad_fn=<DivBackward0>)
1 tensor(1.5667, device='cuda:0', grad_fn=<DivBackward0>)
2 tensor(1.5161, device='cuda:0', grad_fn=<DivBackward0>)
3 tensor(1.4769, device='cuda:0', grad_fn=<DivBackward0>)
4 tensor(1.4306, device='cuda:0', grad_fn=<DivBackward0>)
5 tensor(1.3969, device='cuda:0', grad_fn=<DivBackward0>)
6 tensor(1.3618, device='cuda:0', grad_fn=<DivBackward0>)
7 tensor(1.3289, device='cuda:0', grad_fn=<DivBackward0>)
8 tensor(1.2985, device='cuda:0', grad_fn=<DivBackward0>)
9 tensor(1.2748, device='cuda:0', grad_fn=<DivBackward0>)
10 tensor(1.2419, device='cuda:0', grad_fn=<DivBackward0>)
11 tensor(1.2154, device='cuda:0', grad_fn=<DivBackward0>)
12 tensor(1.1846, device='cuda:0', grad_fn=<DivBackward0>)
13 tensor(1.1549, device='cuda:0', grad_fn=<DivBackward0>)
14 tensor(1.1288, device='cuda:0', grad_fn=<DivBackward0>)
15 tensor(1.1085, device='cuda:0', grad_fn=<DivBackward0>)
16 tensor(1.0667, device='cuda:0', grad_fn=<DivBackward0>)
17 tensor(1.0564, device='cuda:0', grad_fn=<DivBackward0>)
18 tensor(1.0195, device='cuda:0', grad_fn=<DivBackward0>)
19 tensor(1.0034, device='cuda:0', grad_fn=<DivBackward0>)
20 tensor(0.9741, device='cuda:0', grad_fn=<DivBackward0>)
21 tensor(0.9730, device='cuda:0', grad_fn=<DivBackward0>)
22 tensor(0.9388, device='cuda:0', grad_fn=<DivBackward0>)
23 tensor(0.9113, device='cuda:0', grad_fn=<DivBackward0>)
24 tensor(0.8846, device='cuda:0', grad_fn=<DivBackward0>)
25 tensor(0.8700, device='cuda:0', grad_fn=<DivBackward0>)
26 tensor(0.8389, device='cuda:0', grad_fn=<DivBackward0>)
27 tensor(0.8500, device='cuda:0', grad_fn=<DivBackward0>)
28 tensor(0.8089, device='cuda:0', grad_fn=<DivBackward0>)
29 tensor(0.8052, device='cuda:0', grad_fn=<DivBackward0>)
30 tensor(0.7626, device='cuda:0', grad_fn=<DivBackward0>)
31 tensor(0.7617, device='cuda:0', grad_fn=<DivBackward0>)
32 tensor(0.7390, device='cuda:0', grad_fn=<DivBackward0>)
33 tensor(0.7119, device='cuda:0', grad_fn=<DivBackward0>)
34 tensor(0.7017, device='cuda:0', grad_fn=<DivBackward0>)
35 tensor(0.7070, device='cuda:0', grad_fn=<DivBackward0>)
36 tensor(0.6598, device='cuda:0', grad_fn=<DivBackward0>)
37 tensor(0.6618, device='cuda:0', grad_fn=<DivBackward0>)
38 tensor(0.6504, device='cuda:0', grad_fn=<DivBackward0>)
39 tensor(0.6012, device='cuda:0', grad_fn=<DivBackward0>)
40 tensor(0.6151, device='cuda:0', grad_fn=<DivBackward0>)
41 tensor(0.6085, device='cuda:0', grad_fn=<DivBackward0>)
42 tensor(0.5700, device='cuda:0', grad_fn=<DivBackward0>)
43 tensor(0.5621, device='cuda:0', grad_fn=<DivBackward0>)
44 tensor(0.5657, device='cuda:0', grad_fn=<DivBackward0>)
45 tensor(0.5419, device='cuda:0', grad_fn=<DivBackward0>)
46 tensor(0.5307, device='cuda:0', grad_fn=<DivBackward0>)
47 tensor(0.4867, device='cuda:0', grad_fn=<DivBackward0>)
48 tensor(0.4930, device='cuda:0', grad_fn=<DivBackward0>)
49 tensor(0.4632, device='cuda:0', grad_fn=<DivBackward0>)
50 tensor(0.4765, device='cuda:0', grad_fn=<DivBackward0>)
51 tensor(0.4931, device='cuda:0', grad_fn=<DivBackward0>)
52 tensor(0.3953, device='cuda:0', grad_fn=<DivBackward0>)
53 tensor(0.4512, device='cuda:0', grad_fn=<DivBackward0>)
54 tensor(0.4504, device='cuda:0', grad_fn=<DivBackward0>)
55 tensor(0.4060, device='cuda:0', grad_fn=<DivBackward0>)
56 tensor(0.4522, device='cuda:0', grad_fn=<DivBackward0>)
57 tensor(0.3480, device='cuda:0', grad_fn=<DivBackward0>)
58 tensor(0.3799, device='cuda:0', grad_fn=<DivBackward0>)
59 tensor(0.4250, device='cuda:0', grad_fn=<DivBackward0>)
60 tensor(0.3710, device='cuda:0', grad_fn=<DivBackward0>)
61 tensor(0.3670, device='cuda:0', grad_fn=<DivBackward0>)
62 tensor(0.3822, device='cuda:0', grad_fn=<DivBackward0>)
63 tensor(0.2996, device='cuda:0', grad_fn=<DivBackward0>)
64 tensor(0.4030, device='cuda:0', grad_fn=<DivBackward0>)
65 tensor(0.2788, device='cuda:0', grad_fn=<DivBackward0>)
66 tensor(0.3170, device='cuda:0', grad_fn=<DivBackward0>)
67 tensor(0.3644, device='cuda:0', grad_fn=<DivBackward0>)
68 tensor(0.3315, device='cuda:0', grad_fn=<DivBackward0>)
69 tensor(0.2559, device='cuda:0', grad_fn=<DivBackward0>)
70 tensor(0.2545, device='cuda:0', grad_fn=<DivBackward0>)
71 tensor(0.2570, device='cuda:0', grad_fn=<DivBackward0>)
72 tensor(0.3011, device='cuda:0', grad_fn=<DivBackward0>)
73 tensor(0.2609, device='cuda:0', grad_fn=<DivBackward0>)
74 tensor(0.2257, device='cuda:0', grad_fn=<DivBackward0>)
75 tensor(0.3084, device='cuda:0', grad_fn=<DivBackward0>)
76 tensor(0.2722, device='cuda:0', grad_fn=<DivBackward0>)
77 tensor(0.2194, device='cuda:0', grad_fn=<DivBackward0>)
78 tensor(0.2354, device='cuda:0', grad_fn=<DivBackward0>)
79 tensor(0.2887, device='cuda:0', grad_fn=<DivBackward0>)
80 tensor(0.2793, device='cuda:0', grad_fn=<DivBackward0>)
81 tensor(0.2150, device='cuda:0', grad_fn=<DivBackward0>)
82 tensor(0.1573, device='cuda:0', grad_fn=<DivBackward0>)
83 tensor(0.1787, device='cuda:0', grad_fn=<DivBackward0>)
84 tensor(0.1861, device='cuda:0', grad_fn=<DivBackward0>)
85 tensor(0.2237, device='cuda:0', grad_fn=<DivBackward0>)
86 tensor(0.1679, device='cuda:0', grad_fn=<DivBackward0>)
87 tensor(0.1629, device='cuda:0', grad_fn=<DivBackward0>)
88 tensor(0.2005, device='cuda:0', grad_fn=<DivBackward0>)
89 tensor(0.2196, device='cuda:0', grad_fn=<DivBackward0>)
90 tensor(0.2509, device='cuda:0', grad_fn=<DivBackward0>)
91 tensor(0.1563, device='cuda:0', grad_fn=<DivBackward0>)
92 tensor(0.2016, device='cuda:0', grad_fn=<DivBackward0>)
93 tensor(0.1039, device='cuda:0', grad_fn=<DivBackward0>)
94 tensor(0.2801, device='cuda:0', grad_fn=<DivBackward0>)
95 tensor(0.1513, device='cuda:0', grad_fn=<DivBackward0>)
96 tensor(0.0920, device='cuda:0', grad_fn=<DivBackward0>)
97 tensor(0.0954, device='cuda:0', grad_fn=<DivBackward0>)
98 tensor(0.1796, device='cuda:0', grad_fn=<DivBackward0>)
99 tensor(0.2647, device='cuda:0', grad_fn=<DivBackward0>)
Train f-1: 95.82168677654951
Test f-1: 36.88261439923695
